1,0.21282794719930806,-0.0016861374192514297,-0.057918137838115356,0.20262290857961066,0.06986079953249004,-0.017314874129590426,-0.364052725819187,0.05103236986817269,0.007257677595988942,0.16704647033546524,-0.3997092210526389,0.19807778690514216,0.008002065497371138,0.25089100262579733,-0.4478640976283119,-0.24176950811717732,0.19807778690514216,0.0,0.2571576162205581,-0.6638614926205034,-0.024036661222365724,-0.29725452837684757
2,0.3852109452685827,0.08511333760068278,0.02784366568280334,-0.004012474037620398,0.2043671625808121,-0.011805883462678106,0.048233895118502575,0.06023546188732987,0.04134356014266782,0.0692834383556579,-0.6332125132284475,0.12314084663918447,0.0,-0.03665100147107257,-0.3886855826536081,-0.2617333373872867,0.12314084663918447,0.0,0.09270675704224861,-0.7526193438749076,-0.027157334679303043,-1.4087526251406681
4,0.8123777007636497,0.0402476605405773,0.0849975317083407,0.31826259733553725,0.3011146649586375,0.061934793603971985,0.03505798125705258,0.1257183555939506,0.07271118880823567,-0.08664821315729127,-0.49627118050446134,-0.0016212330236956246,0.0,-0.018112297872492578,-0.37865276948278265,-0.18453309328278011,-0.0016212330236956246,0.0,0.29173104767461044,-0.8397967150591381,-0.03323249325352935,-1.6310492890423558
8,0.5197949741942303,0.011159363656382874,-0.12379777949015315,0.4963992491589948,0.1044183924810604,-0.1879590867675939,0.12018197703336361,0.1787940320278028,0.08381963167836098,-0.1360963112836023,-0.5248052263292556,-0.002300234428703453,0.0,-0.03608476009969677,-0.35841413098868524,-0.26410241209577556,-0.002300234428703453,0.0,0.3308146506122868,-0.9720215572719767,-0.017394396524471643,-0.9253543792752665
16,0.619708697499614,0.05572851961264586,-0.0917026199896102,0.5542373913947747,0.1399901532084752,-0.1623131438202589,0.041111817154562816,0.263967519856645,0.10602946610526925,-0.1372697510303448,-0.6987520230826869,-0.001358358614823401,0.0,-0.06299860692447452,-0.45598351920251423,-0.31568128937121503,-0.001358358614823401,0.0,-0.19866756658098114,-0.6228441468576832,-0.013151702059541378,-1.7852338175547804
32,0.5815878932408839,0.030725030913355836,-0.05415140195571562,0.6192846037243703,0.11275697610286775,-0.12135418224298795,-0.14321341676299654,-0.27505098435023295,0.10730072067159434,-0.12975893870609834,-0.7162864310820469,-0.0012532702097490858,0.0,-0.06921471746488837,-0.4529964830556241,-0.32258089905788456,-0.0012532702097490858,0.0,-0.2118498649136577,-0.6179937612873002,-0.014948473377440513,-2.2409496567353973
64,0.2128303444736467,-0.013712803253825909,0.1776608928422047,0.9066981112110355,-0.1704892420174952,-0.15353189715942028,-0.07497899428432103,-0.37941072001753634,0.13609887991563316,-0.20876152311917376,-0.8643517464402254,-0.0012483471586029954,0.0,-0.029341547395411765,-0.5244546035540959,-0.5180687714512875,-0.0012483471586029954,0.0,-0.1332166042370822,-0.9386483181637086,0.0,-2.520009370312111
128,0.27547558540885725,0.05983599973369832,0.2349153453243507,0.8621912856546103,-0.023584999549961197,0.17124658172912158,-0.17195666792410397,-0.16809699970476222,0.13991763298530402,-0.17532789343255514,-0.9278955033723785,-0.0011804211545604776,0.0,0.0,-0.5673077969965682,-0.5347351786538082,-0.0011804211545604776,0.0,0.0,-1.102042975650372,0.0,-3.0323052691553816
129,-0.15641308845590002,-0.022125951517634426,-0.5314626051411477,0.2691507042183002,0.06315757753435734,-0.027736739007377022,-0.3868695085492443,-0.3824977666274523,0.0909272907490984,0.0,-0.7169440507403866,0.0,0.0,-0.17688194693655493,-0.19576278351691767,-0.3442993202869175,0.0,0.0,-0.19898665330005236,-0.5179573974403384,0.0,-1.3830228284264976
65,0.3298239666282423,-0.03758025752571656,-0.012102495580199544,0.3705480596384945,0.04694238057513165,0.1557574056228232,-0.3357627035376309,0.07791669213838047,0.1069794032772585,-0.04945011878866837,-0.7940617256698403,0.0,0.0,-0.1241811540789122,-0.31301631755057535,-0.40631437282902394,0.0,0.0,-0.38019550437696925,-0.4311932518528779,-0.03212308822866291,-2.0718115339087992
130,0.5843341143570272,-0.018035254315320482,0.0016194155051701908,0.34006879747379837,0.3464477567171704,0.17808646604077744,-0.4474257742157094,0.25667541429145097,0.1051600412069537,0.0,-0.8291665274288132,0.0,0.0,0.0,-0.25487161956259996,-0.5742949078662026,0.0,0.0,-0.27928984623729625,-0.5498766811915166,0.0,-2.4218672538762487
